transaction_id,transaction_amount,payment_method,failure_type,customer_segment,failure_category,severity_score,risk_score,risk_level,priority,initial_handling,recovery_probability,ai_strategy,expected_revenue,strategy_cost,expected_net_value,strategy_reason,message_subject,message_body,message_tone,generation_method,actual_recovered,actual_recovered_revenue
TXN100059,919.99,credit_card,network_error,regular,technical,44,36,LOW,MEDIUM,smart_retry,0.6042,smart_retry,653.67,5,648.67,Retry the payment using optimized timing.,Your payment could not be completed,"Hello,

We noticed that your recent payment of
₹919.99 could not be completed.

A temporary connection issue interrupted the payment.

We'd like to help you complete your
purchase with minimal interruption.

Please try the payment again in a few moments.

If you need assistance, our support team
is available to help.

Thank you,
ReviveAI Customer Support","friendly, professional and concise",template,1,919.99
TXN100060,1278.13,upi,expired_card,regular,payment_method_issue,67,32,LOW,HIGH,customer_outreach,0.5569,alternative_payment,851.41,10,841.41,Ask the customer to use another payment method.,Update your payment method to continue,"Hello,

We noticed that your recent payment of
₹1,278.13 could not be completed.

The payment method appears to be expired.

We'd like to help you complete your
purchase with minimal interruption.

Please try another available payment method.

If you need assistance, our support team
is available to help.

Thank you,
ReviveAI Customer Support","friendly, professional and concise",template,1,1278.13
TXN100061,1881.3,credit_card,expired_card,regular,payment_method_issue,55,0,LOW,MEDIUM,customer_outreach,0.6732,alternative_payment,1384.49,10,1374.49,Ask the customer to use another payment method.,Update your payment method to continue,"Hello,

We noticed that your recent payment of
₹1,881.30 could not be completed.

The payment method appears to be expired.

We'd like to help you complete your
purchase with minimal interruption.

Please try another available payment method.

If you need assistance, our support team
is available to help.

Thank you,
ReviveAI Customer Support","friendly, professional and concise",template,1,1881.3
TXN100062,821.56,net_banking,expired_card,new,payment_method_issue,64,24,LOW,HIGH,customer_outreach,0.5011,alternative_payment,519.77,10,509.77,Ask the customer to use another payment method.,Update your payment method to continue,"Welcome,

We noticed that your recent payment of
₹821.56 could not be completed.

The payment method appears to be expired.

We'd like to help you complete your
purchase with minimal interruption.

Please try another available payment method.

If you need assistance, our support team
is available to help.

Thank you,
ReviveAI Customer Support","welcoming, reassuring and helpful",template,0,0.0
TXN100063,345.1,credit_card,gateway_error,new,technical,49,36,LOW,MEDIUM,smart_retry,0.6458,smart_retry,253.81,5,248.81,Retry the payment using optimized timing.,Your payment could not be completed,"Welcome,

We noticed that your recent payment of
₹345.10 could not be completed.

We experienced a temporary payment processing issue.

We'd like to help you complete your
purchase with minimal interruption.

Please try the payment again in a few moments.

If you need assistance, our support team
is available to help.

Thank you,
ReviveAI Customer Support","welcoming, reassuring and helpful",template,0,0.0
TXN100064,656.02,credit_card,authentication_failed,at_risk,authentication_issue,81,58,MEDIUM,URGENT,customer_outreach,0.465,customer_outreach,390.33,15,375.33,Send personalized payment recovery communication.,Action needed to complete your payment,"Hello,

We noticed that your recent payment of
₹656.02 could not be completed.

The payment could not be authenticated.

We'd like to help you complete your
purchase with minimal interruption.

Please review your payment details and complete the payment.

If you need assistance, our support team
is available to help.

Thank you,
ReviveAI Customer Support","empathetic, supportive and non-aggressive",template,0,0.0
TXN100065,989.59,credit_card,network_error,at_risk,technical,40,56,MEDIUM,HIGH,smart_retry,0.4602,smart_retry,617.62,5,612.62,Retry the payment using optimized timing.,Your payment could not be completed,"Hello,

We noticed that your recent payment of
₹989.59 could not be completed.

A temporary connection issue interrupted the payment.

We'd like to help you complete your
purchase with minimal interruption.

Please try the payment again in a few moments.

If you need assistance, our support team
is available to help.

Thank you,
ReviveAI Customer Support","empathetic, supportive and non-aggressive",template,1,989.59
TXN100066,527.67,upi,authentication_failed,regular,authentication_issue,76,16,LOW,HIGH,customer_outreach,0.5819,smart_retry,336.2,5,331.2,Retry the payment using optimized timing.,Action needed to complete your payment,"Hello,

We noticed that your recent payment of
₹527.67 could not be completed.

The payment could not be authenticated.

We'd like to help you complete your
purchase with minimal interruption.

Please try the payment again in a few moments.

If you need assistance, our support team
is available to help.

Thank you,
ReviveAI Customer Support","friendly, professional and concise",template,1,527.67
TXN100067,920.78,wallet,insufficient_funds,regular,funding_issue,74,24,LOW,HIGH,payment_plan,0.3339,smart_retry,449.65,5,444.65,Retry the payment using optimized timing.,Action needed to complete your payment,"Hello,

We noticed that your recent payment of
₹920.78 could not be completed.

There may not be enough available balance to complete the payment.

We'd like to help you complete your
purchase with minimal interruption.

Please try the payment again in a few moments.

If you need assistance, our support team
is available to help.

Thank you,
ReviveAI Customer Support","friendly, professional and concise",template,1,920.78
TXN100068,755.3,upi,gateway_error,regular,technical,41,16,LOW,MEDIUM,smart_retry,0.6245,smart_retry,545.86,5,540.86,Retry the payment using optimized timing.,Your payment could not be completed,"Hello,

We noticed that your recent payment of
₹755.30 could not be completed.

We experienced a temporary payment processing issue.

We'd like to help you complete your
purchase with minimal interruption.

Please try the payment again in a few moments.

If you need assistance, our support team
is available to help.

Thank you,
ReviveAI Customer Support","friendly, professional and concise",template,1,755.3
TXN100069,284.02,net_banking,authentication_failed,regular,authentication_issue,83,34,LOW,HIGH,customer_outreach,0.467,smart_retry,161.38,5,156.38,Retry the payment using optimized timing.,Action needed to complete your payment,"Hello,

We noticed that your recent payment of
₹284.02 could not be completed.

The payment could not be authenticated.

We'd like to help you complete your
purchase with minimal interruption.

Please try the payment again in a few moments.

If you need assistance, our support team
is available to help.

Thank you,
ReviveAI Customer Support","friendly, professional and concise",template,0,0.0
TXN100070,1503.36,debit_card,authentication_failed,regular,authentication_issue,74,10,LOW,HIGH,customer_outreach,0.5367,customer_outreach,929.11,15,914.11,Send personalized payment recovery communication.,Action needed to complete your payment,"Hello,

We noticed that your recent payment of
₹1,503.36 could not be completed.

The payment could not be authenticated.

We'd like to help you complete your
purchase with minimal interruption.

Please review your payment details and complete the payment.

If you need assistance, our support team
is available to help.

Thank you,
ReviveAI Customer Support","friendly, professional and concise",template,1,1503.36
TXN100071,1518.25,wallet,expired_card,premium,payment_method_issue,66,6,LOW,MEDIUM,customer_outreach,0.6411,alternative_payment,1088.07,10,1078.07,Ask the customer to use another payment method.,Personal assistance needed to complete your payment,"Hello, valued customer,

We noticed that your recent payment of
₹1,518.25 could not be completed.

The payment method appears to be expired.

We'd like to help you complete your
purchase with minimal interruption.

Please try another available payment method.

If you need assistance, our support team
is available to help.

Thank you,
ReviveAI Customer Support","professional, personalized and concierge-style",template,1,1518.25
